,date,state,positiveIncrease,totalTestResultsIncrease,pos_inc_sum,tot_inc_sum,Positivity Rate (7-day MA),Positivity Rate (1-day)
156,2020-08-10,LA,562,7362,11115.0,154023.0,7.22,7.63
157,2020-08-11,LA,1164,20631,8664.0,118707.0,7.3,5.64
158,2020-08-12,LA,1179,30045,8361.0,128742.0,6.49,3.92
159,2020-08-13,LA,1135,17371,8193.0,131008.0,6.25,6.53
160,2020-08-14,LA,1298,21032,7991.0,132010.0,6.05,6.17
161,2020-08-15,LA,0,0,7991.0,132010.0,6.05,
162,2020-08-16,LA,1181,21075,6519.0,117516.0,5.55,5.6
163,2020-08-17,LA,567,16202,6524.0,126356.0,5.16,3.5
164,2020-08-18,LA,640,15702,6000.0,121427.0,4.94,4.08
165,2020-08-19,LA,778,14983,5599.0,106365.0,5.26,5.19
166,2020-08-20,LA,918,14060,5382.0,103054.0,5.22,6.53
167,2020-08-21,LA,899,19773,4983.0,101795.0,4.9,4.55
168,2020-08-22,LA,0,0,4983.0,101795.0,4.9,
169,2020-08-23,LA,1223,25031,5025.0,105751.0,4.75,4.89
170,2020-08-24,LA,623,8643,5081.0,98192.0,5.17,7.21
171,2020-08-25,LA,550,21581,4991.0,104071.0,4.8,2.55
172,2020-08-26,LA,1545,14806,5758.0,103894.0,5.54,10.43
173,2020-08-27,LA,677,10036,5517.0,99870.0,5.52,6.75
174,2020-08-28,LA,606,10275,5224.0,90372.0,5.78,5.9
175,2020-08-29,LA,0,0,5224.0,90372.0,5.78,
176,2020-08-30,LA,1624,40272,5625.0,105613.0,5.33,4.03
177,2020-08-31,LA,326,4039,5328.0,101009.0,5.27,8.07
178,2020-09-01,LA,689,17036,5467.0,96464.0,5.67,4.04
179,2020-09-02,LA,1151,14253,5073.0,95911.0,5.29,8.08
180,2020-09-03,LA,813,12320,5209.0,98195.0,5.3,6.6
181,2020-09-04,LA,822,15545,5425.0,103465.0,5.24,5.29
182,2020-09-05,LA,0,0,5425.0,103465.0,5.24,
183,2020-09-06,LA,1395,26600,5196.0,89793.0,5.79,5.24
184,2020-09-07,LA,309,4985,5179.0,90739.0,5.71,6.2
185,2020-09-08,LA,256,4125,4746.0,77828.0,6.1,6.21
186,2020-09-09,LA,1561,31608,5156.0,95183.0,5.42,4.94
187,2020-09-10,LA,464,10557,4807.0,93420.0,5.15,4.4
188,2020-09-11,LA,755,27234,4740.0,105109.0,4.51,2.77
189,2020-09-12,LA,0,0,4740.0,105109.0,4.51,
190,2020-09-13,LA,1281,28977,4626.0,107486.0,4.3,4.42
191,2020-09-14,LA,492,12569,4809.0,115070.0,4.18,3.91
192,2020-09-15,LA,371,12659,4924.0,123604.0,3.98,2.93
193,2020-09-16,LA,612,23226,3975.0,115222.0,3.45,2.63
194,2020-09-17,LA,478,9006,3989.0,113671.0,3.51,5.31
195,2020-09-18,LA,979,22796,4213.0,109233.0,3.86,4.29
196,2020-09-19,LA,0,0,4213.0,109233.0,3.86,
197,2020-09-20,LA,936,32013,3868.0,112269.0,3.45,2.92
198,2020-09-21,LA,243,6793,3619.0,106493.0,3.4,3.58
199,2020-09-22,LA,752,21182,4000.0,115016.0,3.48,3.55
200,2020-09-23,LA,616,13035,4004.0,104825.0,3.82,4.73
201,2020-09-24,LA,577,17525,4103.0,113344.0,3.62,3.29
202,2020-09-25,LA,706,18531,3830.0,109079.0,3.51,3.81
203,2020-09-26,LA,0,0,3830.0,109079.0,3.51,
204,2020-09-27,LA,923,27084,3817.0,104150.0,3.66,3.41
205,2020-09-28,LA,240,6469,3814.0,103826.0,3.67,3.71
206,2020-09-29,LA,533,18139,3595.0,100783.0,3.57,2.94
207,2020-09-30,LA,610,10847,3589.0,98595.0,3.64,5.62
208,2020-10-01,LA,551,16141,3563.0,97211.0,3.67,3.41
209,2020-10-02,LA,817,22704,3674.0,101384.0,3.62,3.6
210,2020-10-03,LA,0,0,3674.0,101384.0,3.62,
211,2020-10-04,LA,893,26221,3644.0,100521.0,3.63,3.41
212,2020-10-05,LA,218,7350,3622.0,101402.0,3.57,2.97
213,2020-10-06,LA,532,12760,3621.0,96023.0,3.77,4.17
214,2020-10-07,LA,2156,24135,5167.0,109311.0,4.73,8.93
215,2020-10-08,LA,524,12300,5140.0,105470.0,4.87,4.26
216,2020-10-09,LA,257,9872,4580.0,92638.0,4.94,2.6
217,2020-10-10,LA,0,0,4580.0,92638.0,4.94,
218,2020-10-11,LA,1181,38781,4868.0,105198.0,4.63,3.05
219,2020-10-12,LA,60,3397,4710.0,101245.0,4.65,1.77
220,2020-10-13,LA,682,20582,4860.0,109067.0,4.46,3.31
221,2020-10-14,LA,880,6876,3584.0,91808.0,3.9,12.8
222,2020-10-15,LA,743,26284,3803.0,105792.0,3.59,2.83
223,2020-10-16,LA,774,19645,4320.0,115565.0,3.74,3.94
224,2020-10-17,LA,0,0,4320.0,115565.0,3.74,
225,2020-10-18,LA,1143,26946,4282.0,103730.0,4.13,4.24
226,2020-10-19,LA,201,4866,4423.0,105199.0,4.2,4.13
227,2020-10-20,LA,699,18993,4440.0,103610.0,4.29,3.68
228,2020-10-21,LA,1363,14947,4923.0,111681.0,4.41,9.12
229,2020-10-22,LA,772,19756,4952.0,105153.0,4.71,3.91
230,2020-10-23,LA,699,20078,4877.0,105586.0,4.62,3.48
231,2020-10-24,LA,0,0,4877.0,105586.0,4.62,
232,2020-10-25,LA,972,26269,4706.0,104909.0,4.49,3.7
233,2020-10-26,LA,227,5059,4732.0,105102.0,4.5,4.49
234,2020-10-27,LA,922,20711,4955.0,106820.0,4.64,4.45
235,2020-10-28,LA,1098,15124,4690.0,106997.0,4.38,7.26
0,2020-03-06,KS,0,0,,,,
1,2020-03-07,KS,0,7,,,,0.0
2,2020-03-08,KS,1,1,,,,100.0
3,2020-03-09,KS,0,0,,,,
4,2020-03-10,KS,0,6,,,,0.0
5,2020-03-11,KS,0,24,,,,0.0
6,2020-03-12,KS,3,3,4.0,41.0,9.76,100.0
7,2020-03-13,KS,2,54,6.0,95.0,6.32,3.7
8,2020-03-14,KS,0,0,6.0,88.0,6.82,
9,2020-03-15,KS,2,44,7.0,131.0,5.34,4.55
10,2020-03-16,KS,3,34,10.0,165.0,6.06,8.82
11,2020-03-17,KS,4,220,14.0,379.0,3.69,1.82
12,2020-03-18,KS,1,36,15.0,391.0,3.84,2.78
13,2020-03-19,KS,18,18,30.0,406.0,7.39,100.0
14,2020-03-20,KS,10,10,38.0,362.0,10.5,100.0
15,2020-03-21,KS,11,11,49.0,373.0,13.14,100.0
16,2020-03-22,KS,9,9,56.0,338.0,16.57,100.0
17,2020-03-23,KS,18,18,71.0,322.0,22.05,100.0
18,2020-03-24,KS,16,1685,83.0,1787.0,4.64,0.95
19,2020-03-25,KS,28,302,110.0,2053.0,5.36,9.27
20,2020-03-26,KS,42,551,134.0,2586.0,5.18,7.62
21,2020-03-27,KS,34,394,158.0,2970.0,5.32,8.63
22,2020-03-28,KS,59,501,206.0,3460.0,5.95,11.78
23,2020-03-29,KS,58,581,255.0,4032.0,6.32,9.98
24,2020-03-30,KS,49,409,286.0,4423.0,6.47,11.98
25,2020-03-31,KS,60,502,330.0,3240.0,10.19,11.95
26,2020-04-01,KS,54,469,356.0,3407.0,10.45,11.51
27,2020-04-02,KS,70,718,384.0,3574.0,10.74,9.75
28,2020-04-03,KS,68,463,418.0,3643.0,11.47,14.69
29,2020-04-04,KS,78,504,437.0,3646.0,11.99,15.48
30,2020-04-05,KS,49,645,428.0,3710.0,11.54,7.6
31,2020-04-06,KS,98,861,477.0,4162.0,11.46,11.38
32,2020-04-07,KS,55,430,472.0,4090.0,11.54,12.79
33,2020-04-08,KS,146,669,564.0,4290.0,13.15,21.82
34,2020-04-09,KS,60,592,554.0,4164.0,13.3,10.14
35,2020-04-10,KS,60,639,546.0,4340.0,12.58,9.39
36,2020-04-11,KS,102,929,570.0,4765.0,11.96,10.98
37,2020-04-12,KS,69,910,590.0,5030.0,11.73,7.58
38,2020-04-13,KS,39,611,531.0,4780.0,11.11,6.38
39,2020-04-14,KS,50,283,526.0,4633.0,11.35,17.67
40,2020-04-15,KS,68,521,448.0,4485.0,9.99,13.05
41,2020-04-16,KS,94,1454,482.0,5347.0,9.01,6.46
42,2020-04-17,KS,117,779,539.0,5487.0,9.82,15.02
43,2020-04-18,KS,85,775,522.0,5333.0,9.79,10.97
44,2020-04-19,KS,59,454,512.0,4877.0,10.5,13.0
45,2020-04-20,KS,137,631,610.0,4897.0,12.46,21.71
46,2020-04-21,KS,39,340,599.0,4954.0,12.09,11.47
47,2020-04-22,KS,186,1102,717.0,5535.0,12.95,16.88
48,2020-04-23,KS,271,1115,894.0,5196.0,17.21,24.3
49,2020-04-24,KS,295,2270,1072.0,6687.0,16.03,13.0
50,2020-04-25,KS,279,1611,1266.0,7523.0,16.83,17.32
51,2020-04-26,KS,118,1028,1325.0,8097.0,16.36,11.48
52,2020-04-27,KS,154,940,1342.0,8406.0,15.96,16.38
53,2020-04-28,KS,163,923,1466.0,8989.0,16.31,17.66
54,2020-04-29,KS,247,1368,1527.0,9255.0,16.5,18.06
55,2020-04-30,KS,500,2168,1756.0,10308.0,17.04,23.06
56,2020-05-01,KS,211,1408,1672.0,9446.0,17.7,14.99
57,2020-05-02,KS,297,1908,1690.0,9743.0,17.35,15.57
58,2020-05-03,KS,284,1836,1856.0,10551.0,17.59,15.47
59,2020-05-04,KS,215,1825,1917.0,11436.0,16.76,11.78
60,2020-05-05,KS,213,1489,1967.0,12002.0,16.39,14.3
61,2020-05-06,KS,276,2022,1996.0,12656.0,15.77,13.65
62,2020-05-07,KS,410,2708,1906.0,13196.0,14.44,15.14
63,2020-05-08,KS,357,2886,2052.0,14674.0,13.98,12.37
64,2020-05-09,KS,250,2225,2005.0,14991.0,13.37,11.24
65,2020-05-10,KS,197,2572,1918.0,15727.0,12.2,7.66
66,2020-05-11,KS,168,1604,1871.0,15506.0,12.07,10.47
67,2020-05-12,KS,0,0,1658.0,14017.0,11.83,
68,2020-05-13,KS,352,3519,1734.0,15514.0,11.18,10.0
69,2020-05-14,KS,0,0,1324.0,12806.0,10.34,
70,2020-05-15,KS,418,3964,1385.0,13884.0,9.98,10.54
71,2020-05-16,KS,0,0,1135.0,11659.0,9.73,
72,2020-05-17,KS,0,0,938.0,9087.0,10.32,
73,2020-05-18,KS,454,5398,1224.0,12881.0,9.5,8.41
74,2020-05-19,KS,0,0,1224.0,12881.0,9.5,
75,2020-05-20,KS,199,4213,1071.0,13575.0,7.89,4.72
76,2020-05-21,KS,0,0,1071.0,13575.0,7.89,
77,2020-05-22,KS,419,5231,1072.0,14842.0,7.22,8.01
78,2020-05-23,KS,0,0,1072.0,14842.0,7.22,
79,2020-05-24,KS,0,0,1072.0,14842.0,7.22,
80,2020-05-25,KS,260,4965,878.0,14409.0,6.09,5.24
81,2020-05-26,KS,0,0,878.0,14409.0,6.09,
82,2020-05-27,KS,119,3089,798.0,13285.0,6.01,3.85
83,2020-05-28,KS,0,0,798.0,13285.0,6.01,
84,2020-05-29,KS,382,10461,761.0,18515.0,4.11,3.65
85,2020-05-30,KS,0,0,761.0,18515.0,4.11,
86,2020-05-31,KS,0,0,761.0,18515.0,4.11,
87,2020-06-01,KS,292,292,793.0,13842.0,5.73,100.0
88,2020-06-02,KS,0,8071,793.0,21913.0,3.62,0.0
89,2020-06-03,KS,159,4741,833.0,23565.0,3.53,3.35
90,2020-06-04,KS,0,0,833.0,23565.0,3.53,
91,2020-06-05,KS,223,5600,674.0,18704.0,3.6,3.98
92,2020-06-06,KS,0,0,674.0,18704.0,3.6,
93,2020-06-07,KS,0,0,674.0,18704.0,3.6,
94,2020-06-08,KS,257,5856,639.0,24268.0,2.63,4.39
95,2020-06-09,KS,0,0,639.0,16197.0,3.95,
96,2020-06-10,KS,162,4233,642.0,15689.0,4.09,3.83
97,2020-06-11,KS,0,0,642.0,15689.0,4.09,
98,2020-06-12,KS,235,5410,654.0,15499.0,4.22,4.34
99,2020-06-13,KS,0,0,654.0,15499.0,4.22,
100,2020-06-14,KS,0,0,654.0,15499.0,4.22,
101,2020-06-15,KS,372,7810,769.0,17453.0,4.41,4.76
102,2020-06-16,KS,0,0,769.0,17453.0,4.41,
103,2020-06-17,KS,262,5162,869.0,18382.0,4.73,5.08
104,2020-06-18,KS,0,0,869.0,18382.0,4.73,
105,2020-06-19,KS,378,5525,1012.0,18497.0,5.47,6.84
106,2020-06-20,KS,0,0,1012.0,18497.0,5.47,
107,2020-06-21,KS,0,0,1012.0,18497.0,5.47,
108,2020-06-22,KS,406,7364,1046.0,18051.0,5.79,5.51
109,2020-06-23,KS,0,0,1046.0,18051.0,5.79,
110,2020-06-24,KS,505,6692,1289.0,19581.0,6.58,7.55
111,2020-06-25,KS,0,0,1289.0,19581.0,6.58,
112,2020-06-26,KS,568,6154,1479.0,20210.0,7.32,9.23
113,2020-06-27,KS,0,0,1479.0,20210.0,7.32,
114,2020-06-28,KS,0,0,1479.0,20210.0,7.32,
115,2020-06-29,KS,905,8866,1978.0,21712.0,9.11,10.21
116,2020-06-30,KS,0,0,1978.0,21712.0,9.11,
117,2020-07-01,KS,547,6448,2020.0,21468.0,9.41,8.48
118,2020-07-02,KS,0,0,2020.0,21468.0,9.41,
119,2020-07-03,KS,929,8388,2381.0,23702.0,10.05,11.08
120,2020-07-04,KS,0,0,2381.0,23702.0,10.05,
121,2020-07-05,KS,0,0,2381.0,23702.0,10.05,
122,2020-07-06,KS,982,10658,2458.0,25494.0,9.64,9.21
123,2020-07-07,KS,0,0,2458.0,25494.0,9.64,
124,2020-07-08,KS,717,6263,2628.0,25309.0,10.38,11.45
125,2020-07-09,KS,0,0,2628.0,25309.0,10.38,
126,2020-07-10,KS,993,9297,2692.0,26218.0,10.27,10.68
127,2020-07-11,KS,0,0,2692.0,26218.0,10.27,
128,2020-07-12,KS,0,0,2692.0,26218.0,10.27,
129,2020-07-13,KS,1447,13396,3157.0,28956.0,10.9,10.8
130,2020-07-14,KS,0,0,3157.0,28956.0,10.9,
131,2020-07-15,KS,875,8199,3315.0,30892.0,10.73,10.67
132,2020-07-16,KS,0,0,3315.0,30892.0,10.73,
133,2020-07-17,KS,1032,9979,3354.0,31574.0,10.62,10.34
134,2020-07-18,KS,0,0,3354.0,31574.0,10.62,
135,2020-07-19,KS,0,0,3354.0,31574.0,10.62,
136,2020-07-20,KS,1369,12178,3276.0,30356.0,10.79,11.24
137,2020-07-21,KS,0,0,3276.0,30356.0,10.79,
138,2020-07-22,KS,770,7155,3171.0,29312.0,10.82,10.76
139,2020-07-23,KS,0,0,3171.0,29312.0,10.82,
140,2020-07-24,KS,1005,9281,3144.0,28614.0,10.99,10.83
141,2020-07-25,KS,0,0,3144.0,28614.0,10.99,
142,2020-07-26,KS,0,0,3144.0,28614.0,10.99,
143,2020-07-27,KS,1063,969,2838.0,17405.0,16.31,109.7
144,2020-07-28,KS,0,0,2838.0,17405.0,16.31,
145,2020-07-29,KS,698,6013,2766.0,16263.0,17.01,11.61
146,2020-07-30,KS,0,0,2766.0,16263.0,17.01,
147,2020-07-31,KS,942,7558,2703.0,14540.0,18.59,12.46
148,2020-08-01,KS,0,0,2703.0,14540.0,18.59,
149,2020-08-02,KS,0,0,2703.0,14540.0,18.59,
150,2020-08-03,KS,1064,9332,2704.0,22903.0,11.81,11.4
151,2020-08-04,KS,0,0,2704.0,22903.0,11.81,
152,2020-08-05,KS,841,6879,2847.0,23769.0,11.98,12.23
153,2020-08-06,KS,0,0,2847.0,23769.0,11.98,
154,2020-08-07,KS,921,7794,2826.0,24005.0,11.77,11.82
155,2020-08-08,KS,0,0,2826.0,24005.0,11.77,
156,2020-08-09,KS,0,0,2826.0,24005.0,11.77,
157,2020-08-10,KS,1092,10157,2854.0,24830.0,11.49,10.75
158,2020-08-11,KS,0,0,2854.0,24830.0,11.49,
159,2020-08-12,KS,817,7894,2830.0,25845.0,10.95,10.35
160,2020-08-13,KS,0,0,2830.0,25845.0,10.95,
161,2020-08-14,KS,1338,8480,3247.0,26531.0,12.24,15.78
162,2020-08-15,KS,0,0,3247.0,26531.0,12.24,
163,2020-08-16,KS,0,0,3247.0,26531.0,12.24,
164,2020-08-17,KS,1282,11219,3437.0,27593.0,12.46,11.43
165,2020-08-18,KS,0,0,3437.0,27593.0,12.46,
166,2020-08-19,KS,723,5578,3343.0,25277.0,13.23,12.96
167,2020-08-20,KS,0,0,3343.0,25277.0,13.23,
168,2020-08-21,KS,966,6475,2971.0,23272.0,12.77,14.92
169,2020-08-22,KS,0,0,2971.0,23272.0,12.77,
170,2020-08-23,KS,0,0,2971.0,23272.0,12.77,
171,2020-08-24,KS,1545,20642,3234.0,32695.0,9.89,7.48
172,2020-08-25,KS,0,0,3234.0,32695.0,9.89,
173,2020-08-26,KS,1536,8140,4047.0,35257.0,11.48,18.87
174,2020-08-27,KS,0,0,4047.0,35257.0,11.48,
175,2020-08-28,KS,1111,8050,4192.0,36832.0,11.38,13.8
176,2020-08-29,KS,0,0,4192.0,36832.0,11.38,
177,2020-08-30,KS,0,0,4192.0,36832.0,11.38,
178,2020-08-31,KS,1564,10102,4211.0,26292.0,16.02,15.48
179,2020-09-01,KS,0,0,4211.0,26292.0,16.02,
180,2020-09-02,KS,1328,5998,4003.0,24150.0,16.58,22.14
181,2020-09-03,KS,0,0,4003.0,24150.0,16.58,
182,2020-09-04,KS,1280,7958,4172.0,24058.0,17.34,16.08
183,2020-09-05,KS,0,0,4172.0,24058.0,17.34,
184,2020-09-06,KS,0,0,4172.0,24058.0,17.34,
185,2020-09-07,KS,1694,9481,4302.0,23437.0,18.36,17.87
186,2020-09-08,KS,0,0,4302.0,23437.0,18.36,
187,2020-09-09,KS,496,4728,3470.0,22167.0,15.65,10.49
188,2020-09-10,KS,0,0,3470.0,22167.0,15.65,
189,2020-09-11,KS,976,7516,3166.0,21725.0,14.57,12.99
190,2020-09-12,KS,0,0,3166.0,21725.0,14.57,
191,2020-09-13,KS,0,0,3166.0,21725.0,14.57,
192,2020-09-14,KS,1513,9451,2985.0,21695.0,13.76,16.01
193,2020-09-15,KS,0,0,2985.0,21695.0,13.76,
194,2020-09-16,KS,971,5845,3460.0,22812.0,15.17,16.61
195,2020-09-17,KS,0,0,3460.0,22812.0,15.17,
196,2020-09-18,KS,1415,10523,3899.0,25819.0,15.1,13.45
197,2020-09-19,KS,0,0,3899.0,25819.0,15.1,
198,2020-09-20,KS,0,0,3899.0,25819.0,15.1,
199,2020-09-21,KS,1674,9942,4060.0,26310.0,15.43,16.84
200,2020-09-22,KS,0,0,4060.0,26310.0,15.43,
201,2020-09-23,KS,1267,7590,4356.0,28055.0,15.53,16.69
202,2020-09-24,KS,0,0,4356.0,28055.0,15.53,
203,2020-09-25,KS,1366,10489,4307.0,28021.0,15.37,13.02
204,2020-09-26,KS,0,0,4307.0,28021.0,15.37,
205,2020-09-27,KS,0,0,4307.0,28021.0,15.37,
206,2020-09-28,KS,2037,11139,4670.0,29218.0,15.98,18.29
207,2020-09-29,KS,0,0,4670.0,29218.0,15.98,
208,2020-09-30,KS,1120,7541,4523.0,29169.0,15.51,14.85
209,2020-10-01,KS,0,0,4523.0,29169.0,15.51,
210,2020-10-02,KS,1362,9667,4519.0,28347.0,15.94,14.09
211,2020-10-03,KS,0,0,4519.0,28347.0,15.94,
212,2020-10-04,KS,0,0,4519.0,28347.0,15.94,
213,2020-10-05,KS,1597,9989,4079.0,27197.0,15.0,15.99
214,2020-10-06,KS,0,0,4079.0,27197.0,15.0,
215,2020-10-07,KS,1244,8292,4203.0,27948.0,15.04,15.0
216,2020-10-08,KS,0,0,4203.0,27948.0,15.04,
217,2020-10-09,KS,1855,10791,4696.0,29072.0,16.15,17.19
218,2020-10-10,KS,0,0,4696.0,29072.0,16.15,
219,2020-10-11,KS,0,0,4696.0,29072.0,16.15,
220,2020-10-12,KS,2055,11892,5154.0,30975.0,16.64,17.28
221,2020-10-13,KS,0,0,5154.0,30975.0,16.64,
222,2020-10-14,KS,1293,7746,5203.0,30429.0,17.1,16.69
223,2020-10-15,KS,0,0,5203.0,30429.0,17.1,
224,2020-10-16,KS,1700,9362,5048.0,29000.0,17.41,18.16
225,2020-10-17,KS,0,0,5048.0,29000.0,17.41,
226,2020-10-18,KS,0,0,5048.0,29000.0,17.41,
227,2020-10-19,KS,2113,9205,5106.0,26313.0,19.4,22.95
228,2020-10-20,KS,0,0,5106.0,26313.0,19.4,
229,2020-10-21,KS,1488,7115,5301.0,25682.0,20.64,20.91
230,2020-10-22,KS,0,0,5301.0,25682.0,20.64,
231,2020-10-23,KS,1774,10753,5375.0,27073.0,19.85,16.5
232,2020-10-24,KS,0,0,5375.0,27073.0,19.85,
233,2020-10-25,KS,0,0,5375.0,27073.0,19.85,
234,2020-10-26,KS,2446,9669,5708.0,27537.0,20.73,25.3
235,2020-10-27,KS,0,0,5708.0,27537.0,20.73,
236,2020-10-28,KS,3369,7102,7589.0,27524.0,27.57,47.44
0,2020-03-04,TX,0,0,,,,
1,2020-03-05,TX,0,0,,,,
2,2020-03-06,TX,4,4,,,,100.0
3,2020-03-07,TX,3,3,,,,100.0
4,2020-03-08,TX,0,0,,,,
5,2020-03-09,TX,4,4,,,,100.0
6,2020-03-10,TX,1,1,12.0,12.0,100.0,100.0
7,2020-03-11,TX,8,8,20.0,20.0,100.0,100.0
8,2020-03-12,TX,2,2,22.0,22.0,100.0,100.0
9,2020-03-13,TX,16,16,34.0,34.0,100.0,100.0
10,2020-03-14,TX,12,12,43.0,43.0,100.0,100.0
11,2020-03-15,TX,5,5,48.0,48.0,100.0,100.0
12,2020-03-16,TX,1,1,45.0,45.0,100.0,100.0
13,2020-03-17,TX,7,1211,51.0,1255.0,4.06,0.58
14,2020-03-18,TX,19,639,62.0,1886.0,3.29,2.97
15,2020-03-19,TX,60,448,120.0,2332.0,5.15,13.39
16,2020-03-20,TX,51,2922,155.0,5238.0,2.96,1.75
17,2020-03-21,TX,110,1245,253.0,6471.0,3.91,8.84
18,2020-03-22,TX,30,2234,278.0,8700.0,3.2,1.34
19,2020-03-23,TX,18,1299,295.0,9998.0,2.95,1.39
20,2020-03-24,TX,58,1112,346.0,9899.0,3.5,5.22
21,2020-03-25,TX,564,2327,891.0,11587.0,7.69,24.24
22,2020-03-26,TX,422,7930,1253.0,19069.0,6.57,5.32
23,2020-03-27,TX,335,2242,1537.0,18389.0,8.36,14.94
24,2020-03-28,TX,321,1594,1748.0,18738.0,9.33,20.14
25,2020-03-29,TX,500,500,2218.0,17004.0,13.04,100.0
26,2020-03-30,TX,325,10120,2525.0,25825.0,9.78,3.21
27,2020-03-31,TX,389,7112,2856.0,31825.0,8.97,5.47
28,2020-04-01,TX,731,4865,3023.0,34363.0,8.8,15.03
29,2020-04-02,TX,672,2822,3273.0,29255.0,11.19,23.81
30,2020-04-03,TX,661,5085,3599.0,32098.0,11.21,13.0
31,2020-04-04,TX,780,7987,4058.0,38491.0,10.54,9.77
32,2020-04-05,TX,702,7187,4260.0,45178.0,9.43,9.77
33,2020-04-06,TX,464,14419,4399.0,49477.0,8.89,3.22
34,2020-04-07,TX,986,3292,4996.0,45657.0,10.94,29.95
35,2020-04-08,TX,1091,7609,5356.0,48401.0,11.07,14.34
36,2020-04-09,TX,877,9876,5561.0,55455.0,10.03,8.88
37,2020-04-10,TX,1441,9584,6341.0,59954.0,10.58,15.04
38,2020-04-11,TX,890,4815,6451.0,56782.0,11.36,18.48
39,2020-04-12,TX,923,4000,6672.0,53595.0,12.45,23.08
40,2020-04-13,TX,422,8693,6630.0,47869.0,13.85,4.85
41,2020-04-14,TX,718,13241,6362.0,57818.0,11.0,5.42
42,2020-04-15,TX,868,5343,6139.0,55552.0,11.05,16.25
43,2020-04-16,TX,963,6737,6225.0,52413.0,11.88,14.29
44,2020-04-17,TX,916,10989,5700.0,53818.0,10.59,8.34
45,2020-04-18,TX,889,6703,5699.0,55706.0,10.23,13.26
46,2020-04-19,TX,663,6471,5439.0,58177.0,9.35,10.25
47,2020-04-20,TX,535,7684,5552.0,57168.0,9.71,6.96
48,2020-04-21,TX,738,15005,5572.0,58932.0,9.45,4.92
49,2020-04-22,TX,873,11384,5577.0,64973.0,8.58,7.67
50,2020-04-23,TX,875,8295,5489.0,66531.0,8.25,10.55
51,2020-04-24,TX,862,17469,5435.0,73011.0,7.44,4.93
52,2020-04-25,TX,967,20269,5513.0,86577.0,6.37,4.77
53,2020-04-26,TX,858,13205,5708.0,93311.0,6.12,6.5
54,2020-04-27,TX,666,14496,5839.0,100123.0,5.83,4.59
55,2020-04-28,TX,874,9867,5975.0,94985.0,6.29,8.86
56,2020-04-29,TX,883,14406,5985.0,98007.0,6.11,6.13
57,2020-04-30,TX,1033,15510,6143.0,105222.0,5.84,6.66
58,2020-05-01,TX,1142,21475,6423.0,109228.0,5.88,5.32
59,2020-05-02,TX,1293,28873,6749.0,117832.0,5.73,4.48
60,2020-05-03,TX,1026,9912,6917.0,114539.0,6.04,10.35
61,2020-05-04,TX,784,16838,7035.0,116881.0,6.02,4.66
62,2020-05-05,TX,1037,19812,7198.0,126826.0,5.68,5.23
63,2020-05-06,TX,1053,11728,7368.0,124148.0,5.93,8.98
64,2020-05-07,TX,968,16224,7303.0,124862.0,5.85,5.97
65,2020-05-08,TX,1219,21956,7380.0,125343.0,5.89,5.55
66,2020-05-09,TX,1251,12176,7338.0,108646.0,6.75,10.27
67,2020-05-10,TX,1009,12482,7321.0,111216.0,6.58,8.08
68,2020-05-11,TX,1000,23921,7537.0,118299.0,6.37,4.18
69,2020-05-12,TX,1179,12475,7679.0,110962.0,6.92,9.45
70,2020-05-13,TX,1355,18604,7981.0,117838.0,6.77,7.28
71,2020-05-14,TX,1448,30537,8461.0,132151.0,6.4,4.74
72,2020-05-15,TX,1347,22317,8589.0,132512.0,6.48,6.04
73,2020-05-16,TX,1801,29109,9139.0,149445.0,6.12,6.19
74,2020-05-17,TX,785,11616,8915.0,148579.0,6.0,6.76
75,2020-05-18,TX,909,29490,8824.0,154148.0,5.72,3.08
76,2020-05-19,TX,1219,20301,8864.0,161974.0,5.47,6.0
77,2020-05-20,TX,1411,20782,8920.0,164152.0,5.43,6.79
78,2020-05-21,TX,945,19253,8417.0,152868.0,5.51,4.91
79,2020-05-22,TX,1181,1181,8251.0,131732.0,6.26,100.0
80,2020-05-23,TX,1060,21344,7510.0,123967.0,6.06,4.97
81,2020-05-24,TX,839,839,7564.0,113190.0,6.68,100.0
82,2020-05-25,TX,623,42109,7278.0,125809.0,5.78,1.48
83,2020-05-26,TX,589,15579,6648.0,121087.0,5.49,3.78
84,2020-05-27,TX,1361,34441,6598.0,134746.0,4.9,3.95
85,2020-05-28,TX,1855,17544,7508.0,133037.0,5.64,10.57
86,2020-05-29,TX,1230,20057,7557.0,151913.0,4.97,6.13
87,2020-05-30,TX,1332,35242,7829.0,165811.0,4.72,3.78
88,2020-05-31,TX,1949,23348,8939.0,188320.0,4.75,8.35
89,2020-06-01,TX,593,18166,8909.0,164377.0,5.42,3.26
90,2020-06-02,TX,1688,16193,10008.0,164991.0,6.07,10.42
91,2020-06-03,TX,1703,20544,10350.0,151094.0,6.85,8.29
92,2020-06-04,TX,1649,31787,10144.0,165337.0,6.14,5.19
93,2020-06-05,TX,1693,23021,10607.0,168301.0,6.3,7.35
94,2020-06-06,TX,1940,31701,11215.0,164760.0,6.81,6.12
95,2020-06-07,TX,1425,7169,10691.0,148581.0,7.2,19.88
96,2020-06-08,TX,638,19870,10736.0,150285.0,7.14,3.21
97,2020-06-09,TX,1637,27039,10685.0,161131.0,6.63,6.05
98,2020-06-10,TX,2504,13732,11486.0,154319.0,7.44,18.23
